615791,뉴발란스 1906R 블랙 다크 실버 메탈릭,4312,U1906RNB,2025-09-26,219000.0,Black/Dark Silver Metalic/Black Cement,0,2025-11-03,18.0,180833,42.0,181143,29.0,162897,97.0,162598,98.0,167133,88.0,172920,238000,1.0,,,,,,,234000,1.0,238000,2.0,,,194000,2.0,,,,,,,170000,1.0,,,,,,,163667,3.0,196000,1.0,176000,3.0,,,166000,1.0,,,,,,,171000,3.0,,,204500,2.0,225000,1.0,186000,2.0,168000,2.0,178667,3.0,,,189000,1.0,139000,1.0,163857,7.0,144667,6.0,150917,12.0,168000,1.0,150500,2.0,,,167750,4.0,164000,4.0,170800,10.0,174500,4.0,181000,2.0,,,156818,11.0,154667,9.0,171714,7.0,189000,1.0,181500,4.0,,,172000,3.0,159778,9.0,168625,8.0,188000,1.0,194750,4.0,163571,7.0,158583,12.0,154714,14.0,172182,11.0,204000,1.0,185250,4.0,168000,1.0,160333,3.0,166800,10.0,160000,4.0,,,189500,2.0,163800,5.0,165385,13.0,181500,10.0,177500,6.0,174500,4.0,207750,4.0,157250,4.0,174000,9.0,180286,7.0,199667,3.0,160000,1.0,167000,4.0,161000,3.0,161250,12.0,178083,12.0,193000,4.0,178000,4.0,166900,10.0,159429,7.0,156250,16.0,169917,12.0,177636,11.0,,,,,,,157500,2.0,172000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464209,뉴발란스 992 메이드 인 USA 코어 블랙 그레이,9600,U992BK,2025-03-07,309000.0,Black/Grey/Silver Metallic,0,2025-03-11,81.0,335444,98.0,334418,102.0,322363,277.0,377101,430.0,369202,540.0,354902,350000,1.0,,,339000,1.0,438750,4.0,465667,9.0,438182,11.0,385000,2.0,381500,6.0,352000,3.0,415727,11.0,430545,11.0,415783,23.0,410500,6.0,387700,10.0,371167,12.0,431000,13.0,439692,26.0,409390,41.0,426000,1.0,409667,3.0,391600,5.0,459286,14.0,443360,25.0,414622,37.0,418250,4.0,411400,5.0,378500,8.0,436619,21.0,424484,31.0,400086,35.0,400000,4.0,397000,6.0,354200,5.0,422400,10.0,401621,29.0,382448,29.0,377833,6.0,381400,5.0,350600,5.0,414375,16.0,390826,23.0,375357,28.0,374000,2.0,365000,1.0,350750,4.0,407800,10.0,382611,18.0,365833,24.0,347200,5.0,342500,6.0,328200,5.0,411636,11.0,372500,20.0,357895,19.0,367667,3.0,335500,2.0,327667,6.0,377636,11.0,369154,13.0,347478,23.0,356500,6.0,326333,3.0,300000,1.0,362947,19.0,366619,21.0,338053,19.0,314000,3.0,304333,6.0,310000,3.0,356667,12.0,360818,11.0,334455,22.0,313500,2.0,311333,3.0,308400,5.0,351615,13.0,358083,12.0,342571,14.0,328333,3.0,295200,5.0,319500,2.0,350533,15.0,343000,12.0,337562,16.0,323500,2.0,300500,4.0,285000,4.0,336571,7.0,341643,14.0,346778,9.0,315000,1.0,306000,2.0,273600,5.0,327909,11.0,344700,10.0,340250,8.0,285400,5.0,288500,2.0,275500,4.0,330200,10.0,327615,13.0,329846,13.0,281000,3.0,287250,4.0,274000,1.0,324625,8.0,324933,15.0,324267,15.0,266750,4.0,278000,3.0,258000,1.0,321200,5.0,312680,25.0,308240,25.0,276500,2.0,284000,4.0,264800,5.0,332857,7.0,324722,18.0,306000,16.0,271333,3.0,285250,4.0,259000,2.0,328000,9.0,310500,14.0,300800,20.0,274750,4.0,292200,5.0,269667,3.0,331462,13.0,309933,15.0,300526,19.0,278600,5.0,291500,2.0,267000,3.0,322556,9.0,320100,10.0,301222,18.0,298000,1.0,292000,1.0,275333,6.0,339500,4.0,317400,10.0,305500,14.0,319000,1.0,285000,4.0,287000,1.0,351333,6.0,314375,16.0,308913,23.0,283500,2.0,299500,2.0,284000,2.0,360000,8.0,319556,9.0,308263,19.0
135624,뉴발란스 530 그레이,33000,MR530CK,2023-08-18,139000.0,Grey,0,2023-06-18,223.0,139076,256.0,137453,162.0,133759,288.0,145934,334.0,144919,345.0,146357,,,,,,,160000,1.0,174000,2.0,,,134000,1.0,135000,1.0,,,,,,,,,,,,,149000,1.0,,,141500,2.0,127000,1.0,127000,1.0,127000,2.0,127000,1.0,127000,2.0,127000,1.0,127000,1.0,127000,2.0,124667,3.0,126000,1.0,127000,2.0,127000,1.0,127000,2.0,123000,1.0,,,124000,1.0,125500,2.0,125000,1.0,126000,2.0,,,,,,,129000,2.0,129333,3.0,129500,2.0,129000,1.0,128000,1.0,128000,1.0,129000,1.0,132000,1.0,131500,4.0,126000,1.0,127750,4.0,126667,3.0,128833,6.0,130400,5.0,129286,7.0,120250,8.0,117200,5.0,119000,7.0,130417,12.0,130125,8.0,130000,7.0,129846,13.0,127667,15.0,129444,9.0,139278,18.0,134455,22.0,139458,24.0,133773,22.0,133000,19.0,135769,13.0,146864,22.0,142857,21.0,144522,23.0,137429,21.0,133429,21.0,131200,10.0,146900,20.0,146115,26.0,138682,22.0,139500,10.0,138360,25.0,128875,16.0,143500,18.0,143619,21.0,155389,18.0,137769,13.0,138857,14.0,134000,6.0,139067,15.0,135632,19.0,148389,18.0,138353,17.0,137111,18.0,132167,12.0,142708,24.0,139913,23.0,141192,26.0,145167,12.0,143562,16.0,138538,13.0,158833,18.0,161200,20.0,159381,21.0,160000,11.0,147267,15.0,144300,10.0,169562,16.0,161067,15.0,163737,19.0,172750,12.0,162400,10.0,147286,7.0,169250,12.0,161833,24.0,164789,19.0,154000,16.0,149474,19.0,148167,6.0,161118,17.0,156917,24.0,156720,25.0,145500,14.0,139294,17.0,140375,8.0,148235,17.0,146667,24.0,149789,19.0,138625,8.0,135333,18.0,134500,8.0,139450,20.0,141211,19.0,147842,19.0,129833,12.0,132214,14.0,131667,12.0,134588,17.0,137474,19.0,140917,24.0,123688,16.0,131500,8.0,129800,10.0,142400,15.0,136263,19.0,138000,20.0,125636,11.0,128800,10.0,123857,7.0,140100,10.0,137417,12.0,135389,18.0,,,120000,1.0,,,139000,1.0,134500,2.0,132750,4.0
23852,뉴발란스 993 메이드 인 USA 그레이 - D 스탠다드,58000,MR993GL,2018-08-21,279000.0,GREY/WHITE,0,2020-04-23,,,,,,,96.0,260458,153.0,245307,143.0,259531,,,,,,,,,,,266333,3.0,,,,,,,,,,,300000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,1.0,,,271000,1.0,,,,,,,,,290000,1.0,,,,,,,,,,,,,,,,,,,,,,,300000,2.0,300000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000,1.0,270000,1.0,,,,,,,,,,,350000,1.0,,,,,,,,,,,300000,1.0,,,,,,,,,,,350000,1.0,,,,,,,,,,,348750,4.0,,,,,,,265286,7.0,,,297625,8.0,,,,,,,252500,14.0,292500,4.0,264556,9.0,,,,,,,256000,14.0,231119,42.0,239161,31.0,,,,,,,258944,18.0,236636,33.0,241920,25.0,,,,,,,253250,12.0,245400,15.0,252125,16.0,,,,,,,262375,8.0,252636,22.0,272267,15.0,,,,,,,276308,13.0,257261,23.0,261882,17.0,,,,,,,259667,9.0,245100,10.0,244857,7.0
435203,뉴발란스 1906L 블랙 블랙 시멘트,8504,U1906LNT,2025-02-05,239000.0,Black/Black Cement,0,2025-02-08,24.0,238208,27.0,262741,29.0,275966,83.0,271108,103.0,277942,103.0,283670,250000,1.0,,,,,325000,2.0,357000,1.0,278600,5.0,,,,,,,305000,1.0,320833,6.0,317200,5.0,262500,2.0,278333,3.0,296750,4.0,306000,5.0,307400,5.0,330000,8.0,264000,1.0,295400,5.0,295500,4.0,276667,3.0,309909,11.0,315600,10.0,264500,2.0,261333,6.0,349000,1.0,271125,16.0,291000,10.0,295800,10.0,259000,1.0,256000,1.0,,,272583,12.0,272750,4.0,275727,11.0,,,257000,1.0,299000,1.0,272400,5.0,268500,4.0,269800,5.0,233000,1.0,,,287200,5.0,271500,4.0,272571,7.0,271250,4.0,238500,2.0,259500,2.0,299000,2.0,271000,3.0,278333,3.0,279250,8.0,256000,1.0,280000,1.0,,,267000,5.0,274667,3.0,286200,5.0,239000,1.0,285000,1.0,,,282000,2.0,282000,5.0,289000,1.0,235000,1.0,,,299000,1.0,290000,1.0,,,291500,2.0,246000,2.0,250000,1.0,250000,1.0,277000,2.0,266500,6.0,273800,5.0,251000,3.0,270000,1.0,261250,4.0,277500,2.0,265667,6.0,278000,3.0,,,,,230000,1.0,265667,3.0,265750,4.0,286667,3.0,190000,1.0,,,,,246500,2.0,262667,6.0,268500,4.0,,,200000,1.0,,,247500,2.0,250000,4.0,250000,1.0,190000,1.0,199500,2.0,,,245000,2.0,243000,1.0,,,,,,,230000,1.0,256500,2.0,255600,5.0,,,223000,1.0,234000,1.0,,,271000,3.0,289000,1.0,,,,,264000,1.0,,,235000,1.0,,,265000,1.0,,,,,,,,,257000,3.0,246333,3.0,206500,2.0,,,,,251000,1.0,239600,5.0,244250,4.0,189000,1.0,,,,,238500,2.0,,,,,,,,,223500,2.0,,,211000,1.0,225250,4.0,,,,,225500,2.0,227500,2.0,263000,2.0,212000,1.0
23928,뉴발란스 530 화이트,91000,MR530SG,2019-12-02,119000.0,White/Silver/Blue,0,2020-04-20,134.0,104269,90.0,107578,55.0,100891,59.0,103576,54.0,103000,67.0,99000,,,127500,2.0,,,111667,3.0,,,,,,,,,,,,,,,118000,1.0,,,151000,1.0,,,,,,,,,,,,,,,117000,2.0,115000,1.0,,,130000,1.0,160000,2.0,100000,2.0,109000,3.0,105000,1.0,105600,5.0,142000,2.0,134333,3.0,100000,4.0,109000,1.0,107667,3.0,102333,3.0,132000,12.0,121333,9.0,120333,3.0,110500,2.0,110250,4.0,109000,3.0,118500,4.0,130833,6.0,124333,3.0,112333,3.0,99000,1.0,99750,4.0,103167,6.0,126000,2.0,105000,1.0,104600,5.0,102500,2.0,97600,5.0,110500,2.0,106000,4.0,112500,2.0,108000,3.0,106800,5.0,102000,2.0,99889,18.0,107333,3.0,104000,3.0,108250,4.0,122000,2.0,115000,1.0,109333,6.0,99500,6.0,95500,2.0,110000,1.0,122000,2.0,110000,6.0,115750,4.0,109714,7.0,99500,2.0,108833,6.0,103333,3.0,108500,2.0,102818,11.0,106333,3.0,,,99667,3.0,98000,4.0,96200,5.0,100000,6.0,96167,6.0,95000,1.0,101500,4.0,101500,2.0,100000,1.0,95250,4.0,98000,2.0,96000,1.0,85000,1.0,105000,1.0,82000,3.0,98571,7.0,101167,6.0,101000,3.0,92000,2.0,105000,1.0,106000,1.0,100857,14.0,96750,4.0,98250,8.0,99000,1.0,109000,1.0,98667,6.0,98933,15.0,98875,8.0,97444,9.0,101250,4.0,97800,5.0,96000,2.0,100250,4.0,96500,4.0,96333,3.0,95667,3.0,97250,4.0,94500,4.0,94000,7.0,,,93600,5.0,,,98000,2.0,,,90000,3.0,87750,4.0,83000,1.0,96000,2.0,97667,3.0,90000,3.0,97000,1.0,88000,4.0,89000,1.0,89000,3.0,95000,2.0,87500,2.0,88500,4.0,,,97000,1.0,94500,2.0,98500,2.0,89500,2.0,90000,2.0,85000,1.0,,,,,92500,2.0,90667,3.0,85000,1.0,87333,3.0,,,92000,1.0,89000,1.0,93000,3.0
102871,뉴발란스 2002R 프리미엄 빈티지 그레이,29000,M2002RNM,2023-02-27,189000.0,Grey,0,2023-02-25,91.0,183440,123.0,184715,95.0,186337,242.0,199818,324.0,196049,387.0,191951,159000,1.0,173000,6.0,166000,2.0,164667,3.0,159800,5.0,166000,9.0,157167,6.0,176500,8.0,172800,5.0,173167,12.0,165111,9.0,165000,14.0,175167,6.0,166667,9.0,173333,3.0,166091,11.0,167600,15.0,168083,12.0,160000,1.0,169700,10.0,180167,6.0,176154,13.0,171286,14.0,171125,24.0,177083,12.0,174167,6.0,177700,10.0,184833,18.0,179476,21.0,172957,23.0,185714,7.0,179400,10.0,188250,4.0,206375,8.0,184789,19.0,179500,26.0,184400,5.0,181500,6.0,197500,4.0,206900,10.0,202667,24.0,195353,17.0,191125,8.0,184800,10.0,193500,6.0,215818,11.0,215000,9.0,199500,12.0,215000,3.0,192500,4.0,197429,7.0,214111,9.0,209923,13.0,190526,19.0,,,195889,9.0,189714,7.0,206615,13.0,204125,16.0,192529,17.0,191714,7.0,217500,4.0,196500,2.0,208333,6.0,207000,13.0,206385,13.0,196000,4.0,220000,3.0,197500,2.0,229364,11.0,209933,15.0,228273,11.0,197500,2.0,,,188500,6.0,214900,10.0,201312,16.0,204278,18.0,186000,3.0,188200,5.0,186667,3.0,199889,18.0,201500,14.0,197000,14.0,191250,4.0,186750,4.0,181250,4.0,198667,12.0,194059,17.0,197786,28.0,194000,2.0,200000,6.0,188500,6.0,193556,9.0,198143,14.0,201357,14.0,195000,2.0,187000,1.0,188000,1.0,188100,10.0,193000,11.0,195227,22.0,141000,1.0,184250,4.0,183000,2.0,202333,12.0,192923,13.0,189909,11.0,181500,2.0,183667,3.0,,,213000,4.0,197714,14.0,192737,19.0,,,190000,2.0,179000,3.0,210167,6.0,209636,11.0,207222,9.0,179500,2.0,171500,2.0,183000,2.0,208800,5.0,208875,8.0,203615,13.0,180000,1.0,189000,3.0,184000,1.0,211143,7.0,217667,6.0,214400,10.0,184333,3.0,196750,4.0,182000,1.0,216833,6.0,216200,5.0,211000,2.0,181500,4.0,197000,1.0,186000,3.0,214250,4.0,211333,6.0,199333,12.0,160000,1.0,218000,1.0,193667,3.0,210800,5.0,205714,7.0,201700,10.0,188750,4.0,189500,2.0,208500,2.0,203444,9.0,202556,9.0,198125,8.0
257712,뉴발란스 x 포터리 574 프리미엄 하드 네이비,24000,U574BG2,2024-03-15,149000.0,Hard Navy,0,2024-03-12,118.0,139814,152.0,141737,105.0,137562,272.0,156812,344.0,161262,404.0,161656,140600,5.0,140571,7.0,137500,2.0,152182,22.0,156429,28.0,155088,34.0,139833,6.0,141778,9.0,140111,9.0,154179,39.0,160640,50.0,158271,48.0,143556,9.0,146875,16.0,141714,14.0,160185,27.0,165306,36.0,168610,41.0,139895,19.0,145842,19.0,141167,18.0,163926,27.0,168742,31.0,166683,41.0,143067,15.0,142882,17.0,136625,8.0,160867,30.0,160964,28.0,161257,35.0,132500,12.0,135000,10.0,134533,15.0,153333,24.0,157069,29.0,157548,31.0,136091,11.0,131833,12.0,138714,7.0,154471,17.0,160042,24.0,162000,27.0,138875,8.0,137357,14.0,136200,5.0,150917,12.0,163000,26.0,162125,24.0,136125,8.0,141200,10.0,132250,4.0,155400,10.0,159083,24.0,162500,22.0,137500,6.0,141667,9.0,131000,4.0,159625,8.0,162812,16.0,162550,20.0,140750,4.0,140500,6.0,128500,4.0,164444,9.0,152222,9.0,161632,19.0,150750,4.0,139800,5.0,134833,6.0,153571,7.0,160500,12.0,160667,12.0,141500,4.0,146667,6.0,138000,3.0,165900,10.0,165625,8.0,169286,14.0,144333,3.0,156200,5.0,138000,4.0,152333,15.0,162750,12.0,162000,19.0,145750,4.0,141286,7.0,139000,2.0,151571,14.0,158364,11.0,154471,17.0,,,,,,,146000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557656,뉴발란스 204L 팀버울프 리넨,11000,U204LMMC,2025-08-13,159000.0,Timberwolf/Linen,0,2025-08-13,392.0,161569,440.0,167182,328.0,163040,101.0,166238,121.0,163017,117.0,160675,199000,7.0,223125,8.0,222250,4.0,200333,3.0,199200,5.0,210500,4.0,204667,12.0,224444,9.0,208786,14.0,192000,1.0,,,209000,1.0,188889,18.0,191444,18.0,181941,17.0,189000,4.0,189000,5.0,187667,3.0,176941,17.0,176955,22.0,177579,19.0,185167,6.0,188500,2.0,182000,3.0,176875,24.0,185652,23.0,174158,19.0,204833,6.0,205000,6.0,187417,12.0,187200,20.0,176485,33.0,176880,25.0,212800,10.0,224800,5.0,214000,2.0,169957,23.0,173700,30.0,170647,17.0,220667,3.0,198333,6.0,180333,3.0,169200,30.0,167760,25.0,169833,18.0,216500,2.0,183800,5.0,169500,6.0,164200,20.0,165500,20.0,161053,19.0,210667,3.0,180000,7.0,176500,6.0,173333,15.0,179000,19.0,166154,13.0,203500,2.0,179600,5.0,179571,7.0,175000,12.0,194750,4.0,167769,13.0,207333,3.0,185500,2.0,174200,5.0,172615,13.0,177118,17.0,162625,8.0,167889,9.0,158800,5.0,164250,4.0,164059,17.0,166143,21.0,158600,10.0,155667,3.0,156167,6.0,166600,5.0,153750,20.0,154731,26.0,154294,17.0,154000,5.0,163833,6.0,152600,5.0,145900,10.0,149789,19.0,152889,9.0,152000,4.0,150800,5.0,148000,4.0,140462,13.0,151375,16.0,147100,10.0,145667,3.0,151400,5.0,146000,5.0,144333,12.0,161000,14.0,147091,11.0,130000,1.0,144333,3.0,149667,3.0,149067,15.0,170067,15.0,152000,7.0,136750,4.0,155500,4.0,176000,2.0,139769,13.0,148824,17.0,147545,11.0,127000,1.0,138167,6.0,176500,2.0,135091,11.0,135923,13.0,145000,11.0,133500,4.0,136000,2.0,161750,4.0,126875,8.0,137417,12.0,141000,7.0,126250,4.0,133667,3.0,145333,3.0,123429,7.0,135000,12.0,131545,11.0,122833,6.0,126000,4.0,131333,6.0,134188,16.0,156333,9.0,134091,11.0,123500,2.0,126750,8.0,115333,6.0,134647,17.0,142267,15.0,136900,10.0,113571,7.0,123000,5.0,116000,6.0,133929,14.0,159500,12.0,148583,12.0,119500,2.0,131875,8.0,123200,5.0,158250,8.0,164545,11.0,158000,5.0,121000,3.0,148333,3.0,122600,5.0
771694,뉴발란스 2010 앱졸브 블랙 팬텀,1148,U2010ACB,2026-01-29,219000.0,Black/Phantom,0,2026-01-29,5.0,245400,4.0,219750,1.0,230000,27.0,242741,23.0,247609,21.0,244619,246333,3.0,216333,3.0,230000,1.0,238923,13.0,248000,16.0,246500,16.0,244000,2.0,,,,,220571,7.0,254333,3.0,238250,4.0,,,230000,1.0,,,272000,7.0,241000,4.0,240000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437626,뉴발란스 미니머스 MT10O 블랙 캐슬락,13000,MT10OAC,2025-02-19,159000.0,Black/Castlerock,0,2025-03-03,111.0,167225,115.0,178687,99.0,178586,51.0,203608,61.0,213984,83.0,216337,,,,,,,,,,,234500,2.0,,,242000,2.0,,,,,,,213000,1.0,,,,,,,,,290000,1.0,210000,1.0,,,249000,1.0,,,200000,1.0,,,279000,1.0,,,,,249000,2.0,,,,,,,169000,3.0,174250,4.0,189333,3.0,175000,1.0,191000,5.0,176500,2.0,174333,3.0,160333,6.0,159167,6.0,181200,5.0,180250,4.0,170167,6.0,160833,6.0,160800,5.0,162800,5.0,179000,2.0,172500,2.0,172400,5.0,155286,7.0,162000,4.0,151000,3.0,166600,5.0,170000,2.0,176333,3.0,153111,9.0,156222,9.0,159091,11.0,170500,6.0,179400,5.0,186692,13.0,150800,5.0,154900,10.0,150250,4.0,175667,3.0,191750,4.0,200875,8.0,156000,6.0,163200,5.0,154500,8.0,183600,5.0,196750,4.0,214000,3.0,155750,4.0,174857,7.0,161000,5.0,243667,3.0,220500,4.0,222000,3.0,155400,10.0,178667,3.0,170000,5.0,,,223500,4.0,230429,7.0,158600,10.0,178000,5.0,167667,6.0,295000,1.0,219000,4.0,240500,6.0,161500,4.0,166571,7.0,172556,9.0,220000,1.0,269000,2.0,269000,1.0,170625,8.0,185000,2.0,173750,4.0,200000,1.0,226000,1.0,268000,1.0,174333,6.0,176800,5.0,184500,6.0,221333,3.0,222000,3.0,261000,4.0,174000,4.0,183000,4.0,196000,4.0,226000,4.0,,,251000,3.0,178500,2.0,179800,5.0,214600,5.0,235000,1.0,258000,4.0,261667,3.0,186000,3.0,193364,11.0,,,235000,1.0,290000,1.0,250000,1.0,179250,4.0,204714,7.0,259500,2.0,258000,3.0,226667,3.0,260000,1.0,189800,5.0,222000,4.0,230000,1.0,245000,1.0,226000,2.0,267250,4.0,191500,4.0,208000,3.0,248500,2.0,260000,2.0,290000,1.0,230000,2.0,196167,6.0,193500,2.0,205667,3.0,210500,2.0,228000,3.0,232000,2.0,186000,2.0,193500,4.0,213800,5.0,,,220500,2.0,,
