464516,뉴발란스 992 메이드 인 USA 코어 네이비,4649,U992NY,2025-03-21,309000,Navy,0,2025-03-25,520,356012,520,356012,18,342556,30,339733,26,352923,113,359920,138,369116,195,348631,400000,1,412500,2,387500,2,410800,5,420400,10,401778,9,,,,,,,415875,8,417750,8,403562,16,380000,1,377667,3,390000,1,406600,5,419800,5,398273,11,367500,2,387000,1,374000,2,413000,5,425900,10,393200,10,379000,3,,,377000,3,402714,7,414778,9,392700,10,,,377500,2,377500,2,393333,3,418167,6,369375,8,340000,2,381000,2,355000,1,364444,9,372778,9,351769,13,,,,,340000,1,349375,8,340455,11,338500,14,350000,1,340000,1,367000,2,348500,8,336900,10,342636,11,,,334000,2,330000,1,334286,7,341000,5,333600,5,,,324000,3,332000,2,322750,4,328000,1,326500,8,,,,,,,329143,7,334714,7,319111,9,,,325500,2,334000,1,325000,2,344750,4,323333,9,319000,1,,,330000,1,331800,5,341750,4,335667,6,,,300500,2,,,325500,2,344400,5,320800,5,,,300000,1,349000,1,340500,2,333600,5,310500,4,,,322500,2,340000,1,330833,6,,,311800,5,,,,,,,337000,4,342000,2,304600,5,284500,2,297000,1,,,336500,2,335000,3,313000,4,,,292667,3,,,339400,5,330667,3,311333,6,279000,1,,,315500,2,335000,1,333000,2,316000,10,,,329000,1,,,,,329000,1,315500,2,332000,2,330000,1,310000,1,338500,2,,,310250,4,,,,,340000,1,335000,2,329375,8,314000,1,329000,1,,,320000,1,342500,2,340333,6,318000,6,324000,1,319000,1,,,342000,2,364500,4,314000,4,409448,29,410188,32,400615,26,404200,30,398344,32,388286,21,361250,36,341735,34,343939,33,335550,20,325944,18,326913,23,329111,18,334647,17,327000,14,326154,13,323500,14,323182,11,316333,12,319706,17,316938,16,322250,4,322200,10,329917,12,330250,16,336750,12
393121,뉴발란스 미니머스 MT10O 슬레이트 그레이 실버 메탈릭,17000,MT10OAB,2024-11-22,159000,Slate Grey/Silver Metallic,0,2024-11-24,341,228088,341,228088,88,236693,82,224976,73,229288,31,216581,40,226050,27,222481,,,230000,1,230000,1,215000,1,,,220000,1,,,,,,,219000,1,,,,,,,229000,1,216500,2,,,229000,2,,,238000,1,,,,,233000,1,,,,,270000,2,225000,1,224000,1,,,,,,,,,,,224000,1,,,,,,,,,,,300000,1,300000,1,229000,2,217500,2,,,,,358000,1,,,,,,,300000,1,330000,2,,,,,235000,1,,,349000,1,,,,,200000,1,310000,1,,,,,,,,,,,244000,1,,,290000,1,362000,1,,,,,270000,2,,,300000,1,,,339000,1,,,244000,1,,,300000,1,390000,1,370000,1,309000,1,279000,1,,,340000,1,,,,,,,,,260000,2,,,,,,,270000,1,269500,2,,,339000,1,,,369000,1,,,,,,,357200,5,,,,,,,340000,1,290000,1,,,,,,,275000,1,,,,,300000,2,295000,2,275000,2,307000,1,350000,1,330000,1,237500,2,,,262667,3,,,357000,1,,,235500,6,233200,5,249600,5,241000,1,229000,1,,,232500,12,220833,12,218600,5,208250,4,212000,5,206200,5,209571,14,207913,23,207667,18,216000,6,199667,6,251000,3,208750,20,211810,21,215300,20,184286,7,187125,8,197250,8,215294,17,226333,12,216800,10,181500,4,176000,4,212500,4,223750,4,219000,1,224000,5,235500,2,247250,4,224000,1,248833,6,358000,1,298750,4,286333,3,244000,1,298000,4,294333,3,329600,5,286667,3,269667,3,354000,2,345143,7,275000,1,303000,9,270000,6,238722,18,219930,43,210014,70,205881,84,212235,51
432750,뉴발란스 1906L 리치 오크 블랙 시멘트,5305,U1906LNS,2025-02-05,239000,Rich Oak/Black Cement,0,2025-02-06,214,292079,214,292079,14,271429,14,273500,22,259682,57,296035,41,302488,66,301318,,,368000,1,,,313333,3,340000,1,296500,4,,,,,270000,1,303500,2,303000,1,307000,1,299000,1,,,269000,1,295000,3,307000,2,320000,3,273667,3,292000,3,274333,3,314500,8,312167,6,306875,16,282000,1,280000,1,267750,4,302625,8,302000,5,298125,8,,,250000,1,266500,2,293000,4,306250,4,298333,3,276500,2,,,259000,1,293800,5,285857,7,296000,5,,,230000,1,244500,2,288167,6,293333,3,,,250000,1,251500,2,244000,1,294000,3,296000,5,303800,5,256000,2,275000,2,246500,2,283000,6,309000,1,294600,5,264667,3,256500,2,250000,1,299000,3,347000,1,292000,4,,,,,253000,2,,,295000,1,301000,3,289000,1,259000,1,253000,2,279667,3,319000,2,296000,4,,,,,,,273000,3,293500,2,303400,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314889,9,297400,5,302700,10,303051,39,294407,27,291071,14,288100,20,277333,12,286941,17,279722,18,283500,14,284000,6,285769,13,292300,10,,,,,,,,,,,,,,,,,,,,,,,,
426574,뉴발란스 1906A 슬레이트 그레이 레인클라우드,659,U1906AC,2025-01-22,239000,Slate Grey/Raincloud/Drift Red,0,2025-01-23,29,278345,29,278345,2,338500,7,269143,3,277333,5,273000,5,308000,7,253429,,,,,,,,,,,255000,1,,,,,,,250000,1,,,,,,,,,,,,,,,,,,,,,,,,,280000,1,,,300000,1,,,,,,,,,,,,,285000,1,,,,,,,,,,,,,303000,1,,,370000,1,,,,,,,320000,1,,,,,,,,,,,,,,,,,254500,2,,,,,,,,,,,270000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308000,1,,,,,,,,,,,,,,,,,285000,1,,,,,,,,,,,281000,2,,,,,,,,,,,,,,,,,287000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,377000,1,262000,1,,,,,,,,,,,,,,,262000,2,,,250000,1,,,,,209000,1,,,,,240000,1,,,,,,,,,,,,,,,,,,,341000,1,295000,1,,,,,250000,1,,,,,,,250000,1,,,240000,1,,,250000,1,,,,,255000,1,250000,1,,,280000,1,300000,1,285000,1,336500,2,320000,1,254500,2,270000,1,,,,,308000,1,,,285000,1,281000,2,287000,1,,,,,319500,2,258000,3,224500,2,,,318000,2,250000,2,245000,2
90805,뉴발란스 530 화이트 실버,55000,MR530AD,2023-01-06,119000,WHITE/SILVER,0,2022-12-31,1652,127711,1652,127711,371,129593,385,130582,287,130331,226,122956,202,123624,181,124094,121000,2,102000,3,117333,3,,,119000,3,,,100917,12,100900,10,103062,16,100000,1,101000,1,101500,2,104000,10,104875,8,108833,6,107000,3,103500,4,104000,3,134125,8,120167,6,131286,7,135667,3,128000,4,124250,4,121500,6,122125,8,126667,3,119000,1,132667,3,131667,3,109900,20,111500,12,120818,11,114500,12,118500,10,112429,7,129083,12,126824,17,128417,12,121500,8,121778,9,131300,10,130105,19,131875,24,134769,13,121778,9,118556,18,121429,7,127125,24,133154,13,132400,10,117222,9,114786,14,118900,10,129043,23,128360,25,126800,20,122333,12,117111,9,126545,11,126806,31,124862,29,120190,21,124333,15,117786,14,121600,10,128259,27,127931,29,124300,20,119600,10,119417,12,111625,8,127789,19,123556,18,130091,22,113750,16,120818,11,113500,10,133364,22,127808,26,138296,27,117647,17,120909,11,118846,13,149300,20,142324,34,145000,8,122909,11,123889,9,128722,18,157571,14,161909,11,155308,13,121636,11,128533,15,132889,18,155143,14,147045,22,155111,9,130542,24,137182,11,146714,7,140429,21,150217,23,147385,13,137867,15,150091,11,138750,8,129653,49,131500,52,133703,37,128212,33,129792,24,124900,20,118000,18,119800,15,120375,16,117062,16,117222,9,115833,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114273,11,101738,42,105265,34,129031,32,124917,24,114042,72,126868,68,127433,90,124462,80,126270,100,123383,120,124349,106,122896,96,128155,116,137690,100,142244,82,143356,87,144495,91,130149,215,118198,86,,,,,,,,,,,,
24794,뉴발란스 878 트리플 블랙,16000,CM878XL,2019-08-01,149000,Black,0,2020-09-06,55,115927,55,115927,,,1,99000,,,19,116842,7,107714,28,117964,,,,,,,119000,1,,,120571,7,,,,,,,116000,1,,,107000,2,,,,,,,115000,1,,,105000,1,,,,,,,,,,,109000,2,,,,,,,97000,2,,,,,,,,,,,112000,1,,,100000,1,,,,,,,113000,1,,,,,,,,,,,108667,3,,,109000,2,,,,,,,,,,,120000,1,,,,,,,,,110000,1,,,,,,,,,,,104000,1,109000,1,,,,,,,,,98500,2,129000,1,,,,,,,,,,,115000,1,,,,,,,115000,1,,,,,,,,,,,,,,,100000,1,,,99000,1,,,107000,1,,,,,,,,,,,,,109000,1,115000,1,,,,,,,129000,1,105000,1,,,,,,,,,129000,1,,,,,,,,,,,129000,1,,,,,,,,,,,,,,,,,,,,,,,129000,2,,,124500,2,,,,,,,129000,1,,,,,,,,,,,,,,,140000,2,,,,,,,129000,1,129000,1,129000,1,,,,,,,,,,,129000,2,120375,8,110000,3,110000,2,109000,2,97000,2,106000,2,113000,1,108800,5,120000,1,110000,1,106500,2,108667,3,115000,1,115000,1,100000,1,103000,2,112000,2,117000,2,129000,1,129000,1,,,126750,4,129000,1,140000,2,129000,3,129000,2
101218,뉴발란스 530 프리미엄 빈티지 그레이 매터,45000,MR530TG,2023-02-23,159000,Grey Matter,0,2023-02-22,47,157489,47,157489,16,157875,8,164375,3,163667,10,152600,3,161000,7,151571,157875,16,164375,8,163667,3,152600,10,161000,3,151571,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157489,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584497,뉴발란스 740 화이트 그레이,529,U740PH2,,,White/Grey/Metallic,0,2025-08-31,149,97698,149,97698,18,89889,30,105633,17,97412,33,96303,19,99421,32,95219,,,,,,,,,160000,1,,,,,130000,1,,,,,,,,,,,134500,2,,,,,,,,,,,132500,2,,,,,,,120000,1,,,,,,,100000,1,,,100000,1,,,123500,2,,,108000,2,,,,,,,,,,,108000,2,,,108000,1,,,130000,1,,,104000,3,,,108000,1,,,135000,1,155000,1,,,,,107000,2,,,115000,1,,,,,,,,,,,113500,2,,,102000,1,,,98000,1,,,115000,1,,,102000,1,154000,1,,,,,105000,1,,,102000,1,,,103000,1,,,114000,1,,,102000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148000,1,98000,1,131000,1,,,123000,1,114000,1,,,99000,1,,,157000,1,,,,,151000,1,101500,2,,,,,,,,,,,98000,1,110000,1,99000,1,99000,1,104000,1,99000,1,,,100500,2,99000,1,99000,1,92000,1,90000,1,99000,6,96667,3,96500,2,89714,7,86000,1,85333,3,87750,4,86750,4,88571,7,83286,7,82167,6,83333,6,80000,4,82667,6,86000,7,86000,1,85600,5,85667,3,81500,2,,,85200,5,,,,,,,,,,,,,160000,1,130000,1,134500,2,128333,3,100000,2,115750,4,108000,3,110000,5,126000,4,115000,1,106750,4,123667,3,103333,3,108000,2,,,,,125667,3,123250,4,118000,3,102333,3,100333,6,97000,14,88000,26,83167,36,85000,16,,
388308,뉴발란스 1906A 씨 솔트 문빔,236,M1906AB,2024-11-20,239000,Sea Salt/Moonbeam/Astro Dust,0,2024-12-11,12,218583,12,218583,1,229000,3,253667,,,4,212000,1,305000,3,160000,,,263000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262000,1,,,,,,,,,,,,,,,,,,,250000,1,,,266000,1,,,,,229000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,1,,,160000,1,,,,,,,,,,,,,,,,,,,,,,,160000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263000,1,,,,,248000,1,,,,,,,,,305000,1,,,,,262000,1,,,258000,2,229000,1,,,,,,,160000,2,,,160000,2,,,,,160000,1,,,,
226052,뉴발란스 1906R 실버 메탈릭 씨 솔트,9563,M1906REE,2024-01-12,179000,Silver Metallic/Sea Salt,0,2024-01-11,872,187056,872,187056,220,197973,240,194167,184,184766,82,170476,61,172180,85,170353,,,149000,1,,,,,162000,1,,,156000,1,156000,1,,,,,167000,1,,,155750,4,155000,3,,,,,,,160000,1,157500,4,156250,4,156167,6,,,,,157000,1,155167,6,155500,6,153000,2,154800,5,,,,,158600,5,160500,8,153800,5,,,155000,1,,,165000,4,163800,5,156500,4,157333,3,155500,2,153000,2,161000,9,160500,8,157000,4,160000,2,154000,2,164500,2,177889,9,160308,13,157250,8,163000,2,159000,1,157000,5,209154,13,182353,17,162857,7,178750,4,160500,2,177667,3,218286,7,197000,18,180778,9,171667,3,170750,4,173600,5,211500,14,215071,14,190714,14,173000,5,173600,5,180400,5,217273,11,221765,17,196417,12,181667,3,189000,1,168375,8,223167,6,247125,8,195889,9,178000,5,195000,6,171714,7,228438,16,224917,12,188100,10,181500,4,184667,3,167429,7,219267,15,207214,14,184900,10,184000,1,184000,1,186333,6,229800,10,223900,10,206312,16,167833,6,169500,4,166333,3,196238,21,196250,16,197333,9,163000,5,166778,9,167571,7,190812,16,182824,17,187643,14,172200,10,172000,3,173667,3,190300,10,185308,13,182778,9,171333,3,171000,3,166000,6,195091,11,199100,10,187750,8,170000,4,172500,2,170833,6,197125,8,215000,5,196545,11,171400,5,172333,3,168000,1,191400,10,194500,6,188667,9,175333,3,176250,4,171500,4,183500,6,183571,7,189500,4,172250,4,,,177667,3,191500,2,215000,3,183667,3,171000,2,166000,1,,,167000,2,184500,4,166000,1,165000,3,165500,2,,,155500,2,159667,3,156000,8,156600,15,154947,19,157947,19,159700,20,159926,27,163500,38,185391,46,190587,46,197842,57,203808,52,203439,41,205519,52,202660,47,204531,49,186955,67,183286,63,181364,44,187537,41,192606,33,186000,36,181917,24,189727,11,172000,12
298493,뉴발란스 1906R 실버 메탈릭 블랙,3663,M1906RER,2024-06-21,179000,Silver Metallic/Black,0,2024-06-17,347,164061,347,164061,73,165370,79,167278,44,162886,47,162660,49,166327,55,157818,194000,1,,,,,176000,1,,,179000,1,165000,1,,,166000,1,155000,1,166500,2,164333,3,,,162333,3,161500,4,160000,1,132000,1,145000,1,,,163000,1,158000,1,161000,1,159600,5,,,,,151000,2,155000,1,,,150000,1,152250,4,149000,5,161000,1,,,167000,2,173000,2,156000,2,156333,3,163000,1,158500,4,169333,3,164500,2,156000,1,167000,3,166375,8,166000,1,160000,2,169750,4,161000,2,165125,8,165500,2,164500,2,165667,3,170333,3,165333,3,171333,3,168857,7,163333,3,155000,1,165750,4,158000,3,167500,6,160500,4,172500,2,165000,1,186333,3,157750,4,165625,8,174000,11,164000,4,181500,2,169667,3,162333,3,160500,2,173000,1,,,198000,1,178000,1,161333,3,162667,3,169167,6,180500,2,165000,4,,,160333,3,160667,3,162500,2,161500,2,144000,2,186500,2,157000,1,173500,2,164000,2,,,159500,2,,,158667,3,170500,2,162000,3,159000,1,159500,2,155000,1,159000,1,154750,4,165700,10,159500,2,159000,2,158000,2,159000,1,165600,5,169500,2,161000,1,161500,2,160000,1,155000,2,174667,3,166000,2,160000,1,158667,3,163500,2,154000,1,175333,3,169500,2,150000,1,162000,2,182000,2,153000,1,164000,3,178000,3,158000,3,163500,2,164000,1,,,169000,1,175000,1,161000,1,151500,2,152000,1,157750,4,169500,2,176500,2,164857,7,163000,2,150500,2,,,178500,2,155000,2,,,156000,2,162750,4,152500,6,,,173000,1,,,158000,1,,,148500,2,183000,3,164000,8,157000,10,160000,8,152000,8,158167,12,161357,14,165950,20,165952,21,165619,21,167350,20,169484,31,169250,8,166944,18,162333,12,163333,9,161900,10,161333,21,163154,13,164417,12,168727,11,165917,12,159100,10,164867,15,159062,16,157000,4
455044,뉴발란스 1906A 잉크웰 씨 솔트,228,U1906ANB,2025-03-05,239000,Inkwell/Sea Salt/Faded Plum,0,2025-03-14,13,279077,13,279077,1,349000,1,240000,2,283500,1,200000,8,284000,,,,,,,,,,,284500,2,,,,,,,,,,,272000,1,,,,,,,,,,,,,,,,,,,,,,,253000,1,,,,,,,,,,,,,,,,,,,,,,,250000,1,,,,,,,,,,,,,,,,,,,299000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,210000,1,,,,,,,,,,,,,,,349000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279000,1,,,,,240000,1,,,200000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268000,1,,,,,,,284500,2,272000,1,,,253000,1,,,250000,1,,,299000,1,,,210000,1,,,349000,1,,,,,,,,,279000,1,220000,2,,,,,439000,1,,,,,,,,,268000,1
456436,뉴발란스 1906A 에그플랜트 씨 솔트,227,U1906ANA,2025-03-05,239000,Eggplant/Sea Salt,0,2025-04-25,12,260167,12,260167,1,241000,1,329000,2,279500,2,201000,5,268400,1,249000,,,,,,,,,296000,1,,,,,,,,,,,,,,,,,,,329000,1,,,,,,,,,,,,,,,,,,,,,329000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000,1,,,,,,,,,,,,,,,,,,,,,180000,1,,,,,,,,,,,,,,,,,,,,,,,,,284000,1,,,,,,,,,,,,,,,,,,,,,,,,,249000,1,,,,,230000,1,,,253000,1,,,,,,,,,,,,,,,241000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222000,1,,,,,296000,1,,,329000,1,,,329000,1,,,239000,1,,,,,,,270000,1,,,180000,1,,,284000,1,,,249000,1,241500,2,,,241000,1,,,,,,,,,,,222000,1
445499,뉴발란스 509 블랙 캐슬 그레이,9704,U509XB,2025-02-21,189000,Black/Castle Grey,0,2025-02-21,561,225308,561,225308,26,197731,51,198255,41,200805,114,225833,165,229291,164,239848,220667,3,204200,5,212000,2,219500,12,212357,14,212091,11,,,,,203000,1,203600,5,206800,10,206714,7,180000,1,199000,1,,,198429,7,208000,10,211118,17,197500,2,192000,2,191000,1,198235,17,206833,12,220692,13,,,194750,4,198500,2,202273,11,206500,10,223786,14,197000,2,199000,3,190000,4,208200,5,205000,13,230000,7,205000,2,222000,5,203000,5,205833,12,212300,10,230385,13,220750,4,240500,2,207250,4,231000,6,226438,16,242538,13,244000,1,225000,2,220500,4,256750,4,257333,3,269833,6,,,260000,2,239000,2,265000,2,259000,5,274000,4,,,,,268000,1,255000,2,261625,8,266143,7,,,,,233000,1,263667,3,261667,3,267400,5,,,228000,1,235000,1,274000,3,255833,6,273000,8,218000,1,200000,1,,,273000,1,281500,4,278333,3,,,204000,2,234000,1,266000,2,259667,6,281250,4,214000,1,230000,1,233000,1,244000,2,275000,1,260000,5,204500,2,224000,1,,,236000,3,252200,5,245250,4,,,208600,5,183000,1,256667,3,252167,6,279000,2,,,165000,1,167500,2,284000,1,246333,6,241333,3,,,153000,2,182500,2,270250,4,234800,5,243000,3,157000,1,153667,3,157500,2,267500,2,242000,3,230143,7,156500,2,178000,1,158333,3,,,239000,1,269000,1,164000,1,161333,3,,,230000,1,241250,4,,,156500,2,162667,3,,,,,240000,1,250000,1,185000,1,155000,1,,,276000,2,243500,2,272000,3,,,,,178000,1,269750,4,232000,1,303000,3,213766,47,205913,23,206583,36,206191,47,209732,41,207853,34,215383,47,230111,45,249700,20,261267,15,263000,18,262167,12,263368,19,265200,10,257133,15,249091,11,238867,15,239235,17,229692,13,228438,16,211389,18,184250,8,204778,9,184429,7,243889,9,266444,9
257713,뉴발란스 x 포터리 574 프리미엄 소프트 그레이,12000,U574GG2,2024-03-15,149000,Soft Grey,0,2024-03-14,693,138558,693,138558,37,132649,60,135783,43,133442,147,135109,144,141958,262,140935,141400,5,139000,4,141000,3,142750,8,143800,10,144923,13,138333,3,137000,3,135000,2,139182,11,143538,13,149154,26,131875,8,135143,7,128750,4,131300,10,131750,16,139036,28,133000,4,130800,5,129667,6,129889,9,143091,11,138304,23,,,141200,5,134000,1,140200,5,139333,6,139000,12,137500,2,134000,2,133000,1,132143,7,136300,10,135357,14,,,132600,5,136500,4,132750,4,138875,8,137727,11,,,134000,3,138000,1,134429,7,140857,7,141667,15,,,135000,5,135000,2,139429,7,140000,1,139111,9,130000,1,135500,2,134000,1,139000,8,140000,7,141273,11,,,136500,2,129000,3,137800,5,152889,9,141167,12,128333,3,,,131000,1,142800,5,141250,4,140600,10,131000,1,138000,1,,,139800,5,144333,3,142700,10,,,141000,3,,,133800,5,,,140000,5,,,,,,,138500,4,147000,3,127600,5,129500,2,144000,1,,,128750,4,138600,5,139833,6,127500,2,136000,1,,,127667,3,148800,5,136667,3,125000,1,131000,1,120000,4,123500,6,145000,2,136250,8,,,135000,2,136000,1,130400,5,138750,4,143250,4,,,139333,3,,,130600,5,155333,3,136000,8,,,,,132000,1,117500,2,140000,2,138500,2,126500,2,130500,2,148000,1,136500,4,144200,5,138500,6,,,133667,3,130000,1,136000,5,153667,3,145333,3,,,,,129000,1,135500,6,145333,3,144167,6,128500,2,,,142750,4,137000,3,146000,2,150000,8,129000,1,,,153000,1,141500,4,143500,2,151500,4,143023,43,144328,58,134658,73,136000,58,139483,29,134972,36,136438,32,139152,33,138042,24,139367,30,142548,31,139174,23,141400,20,137846,13,136083,12,136111,18,137714,14,129864,22,136625,16,138158,19,132000,7,138000,20,140533,15,140188,16,143737,19,145083,12
625568,뉴발란스 2002R 브라운 블랙,5560,U2002RAB,2025-10-02,189000,Brown/Black,0,2025-10-02,599,179105,599,179105,42,185690,80,181725,52,187038,117,173538,119,183513,189,175021,,,188500,2,199600,5,194800,5,192636,11,197636,11,186833,6,187167,6,189167,6,192917,12,198538,13,193312,16,186333,3,191333,6,179000,1,184125,8,185000,10,186308,13,173000,1,167429,7,180000,1,153500,4,174200,5,167154,13,188500,2,172333,6,167500,4,169000,2,170333,3,159000,4,,,169000,4,185000,5,169500,8,163750,4,162286,14,,,186250,4,191000,2,177600,5,174083,12,165500,10,195750,4,188200,5,189800,5,174286,7,176167,6,172083,12,189200,5,186000,3,204000,3,170714,7,177250,8,168250,8,206200,5,203333,9,204500,4,171333,9,187000,8,171000,13,217000,1,206250,4,199000,1,168500,6,192500,4,170800,10,213333,3,209667,3,206000,1,166667,6,189000,2,168250,8,185000,1,181000,3,191750,4,172667,6,180667,3,178583,12,,,171000,1,199000,2,173667,6,187000,7,184800,5,,,169250,4,164000,2,169800,5,187857,7,175167,12,176000,1,163333,3,164667,3,166500,4,179333,3,169286,7,154667,3,156000,2,163000,1,161167,6,179167,6,172286,7,154000,4,162000,3,161500,2,165111,9,182250,4,170714,7,170333,3,160200,5,,,166000,2,187000,1,175000,5,,,,,,,,,174000,2,168000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195353,34,192678,59,186122,41,167194,31,169810,21,168114,35,174515,33,179872,39,178676,34,186250,48,181923,26,182565,23,179862,29,183048,21,175700,30,169000,21,167480,25,166724,29,169125,16,171000,4,,,,,,,,,,,,
